get_song_id_decoded,get_duration,get_end_of_fade_in,get_start_of_fade_out,get_key,get_loudness,get_mode,get_tempo,get_time_signature,get_tatums_start_size,get_tatums_start_min,get_tatums_start_max,get_tatums_start_mean,get_tatums_start_var,get_segments_start_size,get_segments_timbre_min,get_segments_timbre_max,get_segments_timbre_mean,get_segments_timbre_var,get_segments_pitches_min,get_segments_pitches_max,get_segments_pitches_mean,get_segments_pitches_var,get_sections_start_size,get_sections_start_var,get_beats_start_size,get_beats_start_var,get_bars_start_size,get_bars_start_var,get_year,get_song_hotttnesss
SOGMWOY12AB017FA59,240.92689,0.0,237.854,1,-3.424,1,129.82399999999998,3,1039,0.30958,238.29862999999997,118.84019703561115,0.30958,804,-355.82599999999996,397.787,6.881121268656718,1078.6796709365792,0.011000000000000001,1.0,0.4430922470978441,0.0872213756115343,9,5835.445000472929,519,4720.093089497765,172,4664.920415258451,2009,0.7314733570496581
SOHJRZY12A63110838,217.96526,0.073,204.138,4,-10.011000000000001,1,107.65700000000001,1,774,0.11047,215.47593999999998,107.86255829457363,0.11047,797,-101.60600000000001,181.97099999999998,6.042684441656211,787.4193633485617,0.039,1.0,0.4929831660393141,0.07454653725321335,10,5262.248957149149,387,3870.4988378283892,387,3870.4988378283892,1981,0.5814936371515848
SOHLRVJ12A8C13A9A2,113.47546000000001,0.214,113.475,8,-3.761,1,190.922,3,711,0.2641,112.33134,56.10105095639943,0.2641,418,-119.684,220.97099999999998,4.64828389154705,788.9729919062477,0.027000000000000003,1.0,0.4286600877192983,0.07608709797638784,7,1229.8814096352405,356,1055.1591077776943,117,1025.5993222214502,0,0.616797018841478
SOOTRFL12A6D4F5428,216.89424,0.27,207.981,9,-5.893,1,160.158,4,1118,0.14845,209.32108,104.66658819320216,0.14845,978,-280.639,360.11400000000003,7.5023841172460815,1560.4301190782544,0.001,1.0,0.3705837593728698,0.09461119066671238,11,4051.3565606030934,559,3652.962573436057,139,3613.61035946749,2005,0.6382279641323373
SOTNNLV12A8C1344BF,208.48281,0.09,197.23,8,-8.066,1,117.947,4,808,0.11778,206.40579,103.00200365099009,0.11778,891,-164.67700000000002,171.13,5.3690107557052,921.1074616305427,0.006999999999999999,1.0,0.3888179947624392,0.08238431741655515,9,4464.837681604469,404,3558.700476152448,100,3487.692000219049,1990,0.7801572240193583
SOJRJDG12AF72A7B93,281.33832,0.317,271.65,10,-8.183,1,127.844,4,1175,0.36005,275.53573,137.8217430638298,0.36005,752,-112.52600000000001,191.007,9.361437389184395,1178.0221037846436,0.003,1.0,0.35418705673758866,0.08402998074559252,10,6875.166570566257,587,6295.336623892104,146,6230.429116043078,1990,0.5
SOKJYBX12AF72A900B,364.14649,0.0,351.463,5,-3.6,1,119.82700000000001,4,2873,0.19535,363.66941,181.87465370344586,0.19535,1386,-454.907,424.561,5.456579124579124,941.2057159653605,0.002,1.0,0.4634911014911015,0.08689775136381797,12,11116.777690990542,718,11117.052446115118,179,11055.66163924288,2008,0.5
SOODQEF12A58A7AF5F,203.62403999999998,0.299,196.28400000000002,4,-6.917000000000001,1,120.54799999999999,4,802,0.25456,199.83363,100.14890344139653,0.25456,663,-212.607,371.709,11.74028142282554,1086.470892811324,0.002,1.0,0.33833421317244844,0.08377265162483337,10,3665.070896626284,401,3320.992264998321,100,3304.2951638348936,1988,0.5033812362063191
SOEUEUI12A6701E4AB,324.07465,0.0,309.313,8,-9.423,1,160.02,4,864,0.0612,323.27114,161.6694837384259,0.0612,1121,-208.16400000000002,228.363,-6.137627862027951,1744.5623988010018,0.002,1.0,0.352135593220339,0.09772221176612893,16,10031.687927080855,864,8715.74384378088,215,8634.934767830775,2004,0.5054873431493758
SOAXBAE12A6D4F79C3,235.04934,0.0,230.28400000000002,5,-9.642000000000001,0,90.507,4,728,0.21086,234.68668,117.79129339285713,0.21086,980,-313.372,338.096,0.6762652210884356,1524.5919776462392,0.001,1.0,0.3275258503401361,0.09180652960386876,12,5278.915289699683,364,4545.275196604464,86,4498.431935021839,2002,0.5423075261686486
SOGXFXZ12A8C132E70,157.57016000000002,0.0,151.11,10,-8.884,1,157.446,4,823,0.17160999999999998,156.83902,78.76160970838396,0.17160999999999998,642,-260.858,304.783,9.436034397715472,1753.8951530560598,0.004,1.0,0.32804919522326065,0.09400191645314256,8,2668.667776995093,412,2045.1274694850185,102,2005.8030647742767,0,0.5657499395297862
SORIWFK12A8C137A62,257.2273,0.247,238.782,7,-8.086,1,105.994,4,1793,0.33049,254.31892000000002,127.29185236475182,0.33049,1011,-220.705,210.558,2.3339107319485657,1008.6808815297003,0.001,1.0,0.3433660567095286,0.08692275200644188,12,5998.119931202679,449,5409.1325172507595,111,5289.156925661202,1999,0.4000396569546396
SOFHWIG12AB01855B5,313.20771,0.344,303.39799999999997,11,-7.465,1,136.767,4,1416,0.40544,310.59199,155.56540872881354,0.40544,1232,-202.327,375.42900000000003,6.159264407467532,787.7916973227431,0.003,1.0,0.31546266233766235,0.08613208058641844,14,7480.846306256449,708,8033.977778106444,176,7943.33609486655,1992,0.4740548309312008
SOZRIFJ12A67ADA4BE,220.70812,0.136,212.579,2,-3.8680000000000003,1,253.357,4,920,0.26135,218.94598,107.99229038043477,0.26135,530,-230.514,277.263,8.484883647798743,903.8682712009276,0.006,1.0,0.4593209119496856,0.07253862358784759,12,3943.928673688664,920,4095.594482953756,229,4060.1346137110895,2007,0.6292127100645375
SOLTZIT12A58A7B9BC,283.66322,0.0,274.408,10,-7.5889999999999995,1,125.994,3,1158,0.3654,276.35691,138.12638605354059,0.3654,729,-300.58299999999997,171.553,-1.3782561728395062,1095.5046856653998,0.001,1.0,0.27939094650205765,0.0921941532879473,11,7213.557663182149,579,6339.092758733899,190,6221.158543997657,0,0.5
SOVKBMW12A8C140754,162.37669,0.0,153.31,5,-6.111000000000001,0,100.928,4,531,0.18655,157.63645,78.92258043314501,0.18655,439,-164.585,181.486,3.699822133637054,1770.67666410295,0.004,1.0,0.3141239559605163,0.07920023729247491,6,2652.741338995981,266,2064.2170517348773,66,2032.5439716663489,0,0.5797287486139356
SOCHPTV12A6BD53113,172.38159,2.148,163.347,2,-20.848000000000003,0,126.786,1,349,0.31736,163.35171,82.63273805157594,0.31736,279,-214.18200000000002,252.31799999999998,-5.185859318996415,2205.724275285167,0.003,1.0,0.25015173237753885,0.09266507434885073,12,3040.0367517477,349,2276.951332897937,349,2276.951332897937,0,0.5
SOWROAS12A8C14258B,180.1922,0.0,169.407,0,-17.81,1,81.256,4,457,0.23276,170.88191,85.94696667396059,0.23276,425,-188.46400000000003,157.597,-10.083373725490196,1949.5085053222906,0.001,1.0,0.2029562745098039,0.08878097357827758,6,2454.317675663513,229,2416.8971520201026,54,2391.145686311169,2008,0.23158498839158825
SOUHVMV12A58A7C4D9,186.69669,0.0,182.05599999999998,1,-4.593999999999999,1,89.09100000000001,1,810,0.75265,182.16936,91.78513162962965,0.75265,789,-187.44400000000002,406.49,12.493228242501056,977.7598013738665,0.003,1.0,0.43090145754119136,0.07785992448879234,6,2699.3595391502554,270,2757.0486467444457,270,2757.0486467444457,1970,0.5701059300583878
SOMCTKM12A8C138B86,232.61995,0.248,210.91299999999998,10,-14.511,1,97.34200000000001,3,756,0.30804000000000004,230.14782999999997,115.25503271164021,0.30804000000000004,625,-190.857,171.13,0.10265840000000026,1515.654793979843,0.002,1.0,0.2822221333333333,0.09076827065678222,10,4308.733252511103,378,4431.984273702511,114,4508.390709107914,1982,0.20138744193431415
SOOZSTX12AB01842AA,108.38158999999999,0.078,102.95700000000001,2,-7.107,1,84.56200000000001,1,309,0.10355,107.62299999999999,54.54818139158576,0.10355,363,-154.75,274.313,15.36825642791552,1260.6610213660629,0.003,1.0,0.322007116620753,0.11042966225422056,7,822.1534161202571,154,963.9538705364267,154,963.9538705364267,0,0.47643521964252894
SOKNFFM12A81C216F3,380.68199999999996,0.177,341.769,2,-7.736000000000001,1,110.255,5,1372,0.22585,370.89898999999997,185.002868680758,0.22585,1082,-224.987,191.62,-0.3747173444239061,1464.4641135588922,0.001,1.0,0.29628673752310536,0.08998381296027431,14,12363.32018082532,686,11476.009198005306,135,11303.274764803953,2005,0.6796860547444804
SOAZRCH12AB017A84D,261.04118,0.6940000000000001,247.71599999999998,9,-9.802999999999999,1,149.916,4,1289,0.14015999999999998,257.96407,129.0834815826222,0.14015999999999998,790,-131.964,171.648,11.104256329113925,827.5007610385151,0.015,1.0,0.4050524261603376,0.0707011252050842,12,6671.104901084384,645,5554.2084371157325,160,5468.248544961537,1989,0.5
SODIRMS12A8C140C52,229.53751,0.0,219.77700000000002,0,-11.957,1,163.725,7,1276,0.08699,226.96014,112.15092437304077,0.08699,382,-229.483,116.23899999999999,-3.79693630017452,1536.2772100736038,0.004,1.0,0.23717102966841186,0.08554029797398342,7,6987.55749567651,638,4335.172856570045,90,4227.066004072094,2003,0.21204540548371908
SOKEBYL12A6D4F6FBF,289.59302,8.702,264.202,4,-5.247000000000001,0,152.0,4,1443,1.81123,286.51739,143.95457568953566,1.81123,690,-235.94099999999997,221.52700000000002,5.63431497584541,1160.6117871519978,0.005,1.0,0.31423647342995165,0.08663868610930242,11,8793.146192766206,721,6743.558611765553,179,6649.621911282152,0,0.4253042417204249
SOFMQDK12AF729D3C8,145.55383,0.259,136.661,4,-5.603,1,201.123,4,959,0.13299,143.29158,71.57046971845672,0.13299,435,-209.59799999999998,384.972,8.908339846743296,791.5655270186038,0.004,1.0,0.4748934865900384,0.07347234267788201,5,2890.4272109756157,480,1716.130930021166,119,1687.250433163749,2006,0.5
SOQRFVZ12A8C13A4C6,220.99546,0.28600000000000003,213.357,2,-13.743,1,100.855,4,734,0.15799000000000002,213.1074,106.46835384196186,0.15799000000000002,712,-203.137,294.159,-4.664643492509363,934.3798502113857,0.001,1.0,0.2698767556179775,0.09508223141662754,13,3617.6370400076057,367,3749.096689742397,90,3648.713240801305,0,0.0
SOEHTZE12A6310F0F2,274.41587000000004,0.322,258.305,2,-7.446000000000001,1,134.02700000000002,4,1211,0.16851,270.32238,135.47914079273326,0.16851,739,-220.813,171.922,1.1327938655841223,1565.980817812267,0.002,1.0,0.3382990527740189,0.0798980934722647,15,7805.81803396929,605,6087.531846345735,150,5987.811631182834,2002,0.8102636131560579
SOIIZIX12A6D4F799D,199.31383,0.0,196.4,1,-3.2460000000000004,1,116.04,4,767,0.15199000000000001,196.92577,98.11942149934809,0.15199000000000001,1037,-248.063,487.17400000000004,11.017931292189006,1310.2436934712516,0.002,1.0,0.46947291867566704,0.08607998488215958,7,2997.5880612467913,383,3246.4575868860697,95,3195.0272545468347,1999,0.6058550313785807
SOKVKEC12AB0186B68,165.51138,0.34299999999999997,165.511,2,-3.378,1,120.15299999999999,4,660,0.15932000000000002,164.65099999999998,82.5018069848485,0.15932000000000002,467,-234.358,349.496,4.8307301927194874,922.4041527144988,0.011000000000000001,1.0,0.4034370092790863,0.07363292411924972,6,3757.089635140726,330,2267.067491226152,82,2239.7473478531647,2006,0.5306630301441494
SOELMDY12A6D4FB18A,171.59791,0.0,166.487,9,-4.029,1,93.458,1,522,0.24178000000000002,167.02244,83.45015024904215,0.24178000000000002,458,-191.03900000000002,427.384,6.682991994177583,774.7745164231528,0.032,1.0,0.4885487627365357,0.07246091901957544,7,1536.7490151919958,261,2331.128924690537,261,2331.128924690537,2001,0.5746932970850078
SOUDMHF12AAF3B4AB9,314.48771,0.0,302.85200000000003,8,-10.215,0,216.023,4,2256,0.17285,314.11102,157.0539865070922,0.17285,1544,-270.253,238.852,-5.484646534974092,1867.5774508686395,0.002,1.0,0.3259297819516408,0.09485052577970204,5,17484.417590356345,1128,8197.484076408704,281,8138.957321927478,2002,0.3603705827121406
SOJGCRU12A8C1323B7,278.96117999999996,0.177,262.844,9,-5.563,1,80.7,4,753,0.19114,276.17624,139.50720463479416,0.19114,888,-196.00599999999997,171.13,5.746602946696696,984.4127913839217,0.002,1.0,0.3310849286786787,0.08661485887195437,13,6924.571228103141,376,6314.884770839034,90,6281.986238779684,1978,0.5746932970850078
SOMGVPO12A6D4F81E4,332.93016,0.0,326.06,10,-8.416,1,119.461,4,1293,0.50079,325.84238,162.84014078112918,0.50079,1054,-187.952,338.36199999999997,1.7604514547754584,904.8032822169665,0.001,1.0,0.2531343295382669,0.09161353864437972,11,10509.511957543546,647,8807.39043389825,161,8724.436809504316,1997,0.5982421548680179
SODYDMB12AC46896F8,159.4771,1.025,159.477,7,-4.732,1,112.421,1,592,0.27629000000000004,157.41581000000002,78.76965111486486,0.27629000000000004,572,-165.729,208.139,6.6665273892773875,1163.7630636857302,0.016,1.0,0.4413817016317017,0.0759468225439576,7,1948.7120237948527,296,2093.969385464671,296,2093.969385464671,2001,0.5109620440021506
SONQNCK12A8C13ADCB,459.31057000000004,0.379,451.1,4,-14.117,1,100.39399999999999,4,3033,0.37439,455.05674000000005,228.9430643158589,0.37439,1690,-284.959,167.355,-4.5678776627218936,1058.138073653722,0.003,1.0,0.3123262820512821,0.0881122997037311,23,17618.42482956693,759,17169.042178708343,189,17034.87660387474,2008,0.0
SOILKMT12A6702015A,248.34567,2.7569999999999997,236.64,8,-13.434000000000001,1,65.264,1,534,0.70729,241.47385,121.3693761235955,0.70729,653,-202.548,315.097,-2.2983633231240432,1638.7078868326464,0.001,1.0,0.2443527309851965,0.08993218568804964,12,6443.500897862458,268,4882.78352098663,268,4882.78352098663,0,0.4944895175021134
SOJSSDR12A8C142EE5,134.03383,0.0,127.745,9,-8.763,1,117.464,4,524,0.09465,133.57105,67.07162290076336,0.09465,480,-147.984,214.96400000000003,15.337695138888893,1428.2103481317126,0.006,1.0,0.3054223958333333,0.08746034258870443,8,1984.788027998975,262,1484.4536627069247,65,1461.786038573654,0,0.6782216268937635
SOHAVVY12A8C1422E6,181.18485,0.085,178.033,0,-7.301,1,121.764,3,1086,0.14655,178.72592,89.22639781767954,0.14655,619,-334.67,404.67800000000005,7.5025417339795375,1168.812495522356,0.002,1.0,0.34927302100161545,0.0881043629931891,9,2661.8241381982,362,2670.449641728519,119,2597.025292693094,1998,0.4927136395725608
SODWDRX12A8C136E77,240.84852999999998,2.9019999999999997,226.615,8,-11.29,1,129.88,4,1014,1.0391700000000001,233.6354,117.40597115384615,1.0391700000000001,700,-222.18400000000003,378.846,0.8168926190476191,1312.1963313539454,0.0,1.0,0.2709419047619048,0.09282912829160997,11,5666.0717288822025,507,4530.729744771092,122,4352.199283289129,0,0.0
SOIHJSD12A6701EB04,524.8779099999999,0.708,500.01800000000003,1,-7.218999999999999,1,118.101,4,4049,0.10066,515.9383799999999,257.9025468881205,0.10066,1954,-107.035,242.775,12.305636216308427,772.2936805258838,0.008,1.0,0.4817690634595702,0.07433268954617167,18,22706.562762117373,1012,22246.757987458775,252,22071.58542986132,1991,0.7010404749722702
SOIRHHH12AB01807F0,340.50567,0.428,329.59,7,-13.807,1,96.311,4,1584,0.05265,333.06042,165.74499013257574,0.05265,1396,-207.175,276.098,-4.263986509073543,1208.008355521308,0.001,1.0,0.3294142788920726,0.09425190836344848,10,12988.144554129844,528,9296.493259876392,131,9152.971214689862,2000,0.4051157216913865
SOHJYGD12A8C13CF7F,128.49587,0.461,128.496,7,-4.625,1,185.40900000000002,4,782,0.05412,126.88738000000001,63.628929079283886,0.05412,471,-231.873,351.31300000000005,10.910237968860582,1052.0654993426986,0.013999999999999999,1.0,0.4060442321302194,0.08296971743488454,6,1565.0960829040998,391,1340.0622967686274,97,1319.42379921562,0,0.6047885157192701
SOMCIIM12A8AE49622,469.60281,0.0,459.16900000000004,4,-10.255999999999998,0,100.171,3,2338,0.06639,462.76538,233.1823482976904,0.06639,1782,-174.981,218.87599999999998,-0.4589161990273102,1180.4055520910879,0.005,1.0,0.4133438552188552,0.08145170504267564,16,20692.011093192417,780,17595.52120486295,259,17462.089106003827,1987,0.5
SOXVMXO12A8C13EAFA,412.21179,0.293,402.80800000000005,2,-28.346,0,115.007,4,1560,0.37276,408.02578,204.20100503846157,0.37276,1016,-251.37,130.577,-22.83068987860893,3823.2343054642743,0.001,1.0,0.2524881069553806,0.09196076708296497,17,15606.047485809388,780,13830.54074665025,192,13751.29517488333,0,0.2658610492106501
SOXHSTL12A8C13B5A6,192.20853,0.0,188.801,5,-6.9239999999999995,0,120.93799999999999,4,1537,0.22355,190.72269,95.46107169160702,0.22355,1109,-128.85,223.227,16.541853997595428,1465.4992554813132,0.004,1.0,0.4200460625187857,0.09042948953739677,6,4041.6474254141267,384,3023.7516973741767,95,2960.7477251963387,1990,0.6156548448294465
SOXAUYW12A6D4F7DAB,179.04281,0.0,171.642,2,-13.665999999999999,1,166.03599999999997,1,966,0.68103,175.46175,87.97688958592131,0.68103,698,-200.644,258.332,8.188122373447946,1096.4200413927372,0.005,1.0,0.3676258357211079,0.08427831439459765,7,3634.2395407653444,483,2546.905917241488,483,2546.905917241488,1979,0.7547163315970986
SOCLAFZ12AF72A6D7F,192.62649,0.34,174.347,0,-17.471,1,96.848,3,617,0.39821999999999996,186.12827,93.24008617504052,0.39821999999999996,480,-184.00799999999998,305.03,-1.192593576388889,951.4814269773544,0.001,1.0,0.2520118055555556,0.09215394847173997,10,2783.9872783424603,309,2912.1687860385564,88,2990.8599312648653,0,0.5
SOSSUGT12A8C138F9F,88.58077,0.0,84.184,5,-3.2110000000000003,1,203.99400000000003,1,578,0.27578,84.78754,42.638794169550174,0.27578,340,-178.88400000000001,420.15,7.7166654411764695,944.5027617510603,0.027999999999999997,1.0,0.4560813725490197,0.07508875220203769,4,732.9815865127499,289,597.1478575260116,289,597.1478575260116,2006,0.3725300393660796
SODMLAB12A8C1441D2,231.73179,0.235,229.262,8,-5.659,1,119.976,4,918,0.25406999999999996,229.57417,114.94662851851852,0.25406999999999996,941,-184.338,343.983,6.614109103790293,1279.088068032907,0.001,1.0,0.3550572086432873,0.0919887600994701,7,5223.537710961167,459,4389.529412845843,114,4332.075706479176,0,0.0
SONMSFX12AB018CD74,180.87138000000002,0.0,177.58,9,-10.919,1,103.17200000000001,4,617,0.17251,178.90725,89.26120799027555,0.17251,482,-372.251,147.496,1.8603679114799447,1106.9133350845582,0.004,1.0,0.2839508990318119,0.08742104461537432,10,2933.771118886541,309,2653.6994631875864,73,2532.785955223585,2008,0.5
SOXNBSR12A8C13D3E5,198.66076999999999,0.392,191.03599999999997,8,-8.202,1,139.872,4,913,0.03317,198.25208999999998,95.35606940854328,0.03317,637,-203.24099999999999,343.265,11.798032443746731,1505.462509189685,0.012,1.0,0.5032514390371533,0.0737977167365477,6,2904.6404908420473,457,3240.892265049329,113,3158.1418303939467,0,0.487956976897315
SOKUBEF12A6D4FA3B8,51.016690000000004,0.08800000000000001,47.183,0,-20.499000000000002,1,78.16,1,130,0.24166999999999997,49.730509999999995,24.97538615384616,0.24166999999999997,109,-253.12400000000002,216.68200000000002,0.35291666666666605,4827.8572549296005,0.01,1.0,0.3237446483180428,0.10526667026952463,4,179.19986825495002,65,206.9704223888194,65,206.9704223888194,2001,0.6739598444058943
SOAFUPM12A6D4FD26F,121.96526000000001,0.0,116.796,8,-13.322000000000001,0,75.669,3,464,0.16530999999999998,121.81178999999999,60.922779568965524,0.16530999999999998,528,-294.687,246.481,6.896886994949495,2338.5271571529497,0.003,1.0,0.3941551452020202,0.09749015979991578,8,1120.7262542459187,154,1215.1119082883733,44,1290.8683082297646,2004,0.5096409655518045
SOKKMRS12A67ADD134,175.80363,0.061,166.429,2,-5.9110000000000005,0,93.061,4,1077,0.08353,173.71321,86.92749328690806,0.08353,485,-124.82700000000001,189.388,9.073726804123712,970.431625090656,0.006,1.0,0.38755120274914096,0.0828079394744984,7,3262.559246075869,269,2511.0821057220896,66,2418.108855424526,2007,0.600471580614151
SOKQDQZ12A8C13BB10,647.60118,0.40399999999999997,641.742,5,-24.98,1,101.63600000000001,5,1095,0.31115,642.99673,321.87768665753424,0.31115,593,-232.359,171.13,-10.928345699831366,2233.183983360818,0.003,1.0,0.3547713603147836,0.08708495601506916,39,31958.296067502757,1095,34152.323744903435,204,32357.19865883692,0,0.0
SOCJFFQ12A8C13E02A,268.30322,0.644,264.226,5,-13.758,1,119.663,4,1586,0.0945,264.26678,132.4147261034048,0.0945,924,-325.922,320.661,8.783471771284269,680.4506794402205,0.008,1.0,0.3074702380952381,0.08147601119936611,17,6272.745798596528,529,5848.067586328535,132,5826.274737069166,1991,0.0
SOEYFIJ12A8C13E773,172.43383,0.932,166.922,2,-18.054000000000002,1,115.79799999999999,1,644,0.13188,166.70488,83.52498170807455,0.13188,601,-237.013,240.71900000000002,-8.535002357182474,1750.7620212011868,0.002,1.0,0.2491693011647255,0.08829310819235688,7,2939.4834977128485,322,2321.255811872373,322,2321.255811872373,0,0.5
SOJLKEV12A6D4F5BEF,208.79628,0.34,192.737,2,-13.706,1,89.042,1,854,0.3267,192.48208,96.65117573770493,0.3267,736,-173.72,315.562,6.420202219202899,737.4577681255474,0.008,1.0,0.3368870018115941,0.0813712062078587,10,3176.152091948541,284,3062.614422728791,284,3062.614422728791,0,0.0
SOTDILJ12AB0188A2B,263.41832,0.0,246.71200000000002,0,-6.18,1,109.085,4,943,0.13346,259.2506,129.68426433722163,0.13346,913,-157.111,173.201,6.984102135815991,842.0697596661839,0.01,1.0,0.364587988316904,0.08057777292618314,12,5873.57183224804,471,5594.33639218541,117,5522.889653131311,1998,0.0
SOKHJSC12A8C14016E,187.27138,0.142,182.23,7,-3.765,1,139.72,4,867,0.22605,184.57772,93.3132543252595,0.22605,526,-245.862,179.347,7.8170798479087455,958.6631979245494,0.013000000000000001,1.0,0.447342680608365,0.07512335389446201,8,2562.6556855539498,433,2865.65359013435,108,2854.034602091452,2005,0.0
SOXTBTY12A8C134A43,140.30321999999998,0.0,136.27200000000002,10,-11.030999999999999,1,123.26,4,562,0.1953,136.1669,67.65680752669039,0.1953,399,-168.437,347.755,2.4066608187134504,1023.7619564446886,0.017,1.0,0.3447042606516291,0.0768258448690649,5,1496.4430468586002,281,1554.5119103768811,69,1498.300137813514,1979,0.4994458348006321
SORRKQZ12AB0185DAD,224.02567000000002,0.0,218.825,0,-5.142,1,151.744,4,1117,0.59217,223.02667000000002,112.01316174574755,0.59217,936,-170.255,247.81799999999998,6.207387820512818,1178.1990227023375,0.006,1.0,0.3495570690883191,0.09674416483428724,12,4530.610480285165,558,4131.024060818171,139,4101.66967709553,0,0.0
SOTSNQM12AB0183738,151.01342,0.28600000000000003,142.64600000000002,7,-10.133,1,131.966,4,647,0.11052000000000001,147.50051000000002,73.34360267387945,0.11052000000000001,415,-97.53299999999999,258.16900000000004,7.637680522088353,1085.2175574053636,0.001,1.0,0.3278060240963856,0.0760849338592926,10,2260.063888739241,324,1820.2565546558576,80,1773.7840320591574,1988,0.4274465714884309
SOSWVUB12A6D4FCB1D,243.98322000000002,0.245,235.683,4,-4.296,1,100.046,4,785,0.29691999999999996,235.15569,117.83676700636944,0.29691999999999996,853,-206.632,291.255,0.1786589488081281,807.903057693864,0.004,1.0,0.35954620945681903,0.09149478948250556,9,4302.554127905667,393,4624.777181688752,96,4443.687157321026,2003,0.4191258929591558
SOEFDKH12A58A7BECD,308.76689,0.758,303.775,9,-13.142999999999999,0,91.54799999999999,5,1378,0.44571000000000005,304.29314,153.74189828011612,0.44571000000000005,1244,-266.413,214.207,5.327926513933548,1812.560825833895,0.001,1.0,0.2495907020364416,0.08905379991890693,8,9635.398409554671,459,7656.431258031441,87,7322.077367266956,0,0.34092275586437804
